날짜,요일,홈,방문,구장,관중수
2018/09/19,수,LG,롯데,잠실,10126
2018/09/19,수,넥센,두산,고척,4470
2018/09/19,수,KT,SK,수원,3910
2018/09/20,목,SK,한화,문학,12160
2018/09/20,목,롯데,KT,사직,3709
2018/09/20,목,KIA,NC,광주,8293
2018/09/20,목,LG,두산,잠실,12019
2018/09/20,목,넥센,삼성,고척,2793
2018/09/21,금,SK,한화,문학,17156
2018/09/21,금,KIA,NC,광주,10114
2018/09/21,금,LG,두산,잠실,17031
2018/09/21,금,넥센,삼성,고척,3013
2018/09/22,토,한화,KIA,대전,13000
2018/09/22,토,LG,KT,잠실,13314
2018/09/22,토,삼성,롯데,대구,18461
2018/09/22,토,NC,두산,마산,8182
2018/09/22,토,넥센,SK,고척,5426
2018/09/23,일,한화,KIA,대전,10120
2018/09/23,일,LG,KT,잠실,9444
2018/09/23,일,삼성,롯데,대구,12835
2018/09/23,일,NC,두산,마산,6035
2018/09/23,일,넥센,SK,고척,3549
2018/09/25,화,KT,KIA,수원,20006
2018/09/25,화,SK,LG,문학,22655
2018/09/25,화,롯데,NC,사직,13850
2018/09/25,화,한화,삼성,대전,13000
2018/09/25,화,두산,넥센,잠실,24553
2018/09/26,수,KT,KIA,수원,20226
2018/09/26,수,SK,LG,문학,19974
2018/09/26,수,롯데,NC,사직,10253
2018/09/26,수,한화,삼성,대전,11637
2018/09/26,수,두산,넥센,잠실,15232
2018/09/27,목,LG,KIA,잠실,17937
2018/09/27,목,삼성,KT,대구,5792
2018/09/27,목,넥센,롯데,고척,3383
2018/09/27,목,SK,NC,문학,7398
2018/09/27,목,한화,두산,대전,8109
2018/09/28,금,LG,KIA,잠실,21766
2018/09/28,금,삼성,KT,대구,9683
2018/09/28,금,넥센,롯데,고척,3659
2018/09/28,금,SK,NC,문학,6746
2018/09/28,금,한화,두산,대전,10705
2018/09/29,토,KIA,한화,광주,17812
2018/09/29,토,두산,LG,잠실,24183
2018/09/29,토,KT,롯데,수원,14290
2018/09/29,토,넥센,NC,고척,3603
2018/09/29,토,삼성,SK,대구,18220
2018/09/30,일,KIA,한화,광주,16137
2018/09/30,일,두산,LG,잠실,19274
2018/09/30,일,KT,롯데,수원,11983
2018/09/30,일,넥센,NC,고척,4542
2018/09/30,일,삼성,SK,대구,14651
2018/10/02,화,LG,KT,잠실,5512
2018/10/02,화,SK,롯데,문학,13782
2018/10/02,화,KIA,NC,광주,8886
2018/10/03,수,삼성,KIA,대구,19432
2018/10/03,수,LG,KT,잠실,11896
2018/10/03,수,한화,롯데,대전,13000
2018/10/04,목,SK,KIA,문학,13556
2018/10/04,목,한화,롯데,대전,9555
2018/10/06,토,롯데,한화,사직,9449
2018/10/06,토,SK,KIA,문학,9241
2018/10/06,토,SK,KIA,문학,22002
2018/10/06,토,두산,LG,잠실,19891
2018/10/06,토,KT,삼성,수원,8291
2018/10/06,토,NC,넥센,마산,5297
2018/10/07,일,두산,KIA,잠실,25000
2018/10/07,일,NC,롯데,마산,11000
2018/10/09,화,KT,한화,수원,20512
2018/10/09,화,롯데,KIA,사직,25000
2018/10/09,화,SK,삼성,문학,22031
2018/10/10,수,KIA,한화,광주,6133
2018/10/10,수,롯데,KT,사직,4793
2018/10/10,수,롯데,KT,사직,11528
2018/10/10,수,두산,SK,잠실,11126
2018/10/11,목,KIA,롯데,광주,7745
2018/10/11,목,두산,SK,잠실,10987
2018/10/12,금,KIA,롯데,광주,12318
2018/10/12,금,두산,NC,잠실,10914
2018/10/12,금,KT,넥센,수원,10268
2018/10/13,토,두산,KT,잠실,18528
2018/10/13,토,SK,LG,문학,22399
2018/10/13,토,KIA,롯데,광주,15640
2018/10/13,토,한화,NC,대전,13000
2018/10/13,토,삼성,넥센,대구,24000
2018/10/14,일,롯데,두산,사직,6414
"경기수 :  720  경기평균 :  11,214  경기 합계 :  8,073,742","경기수 :  720  경기평균 :  11,214  경기 합계 :  8,073,742","경기수 :  720  경기평균 :  11,214  경기 합계 :  8,073,742","경기수 :  720  경기평균 :  11,214  경기 합계 :  8,073,742","경기수 :  720  경기평균 :  11,214  경기 합계 :  8,073,742","경기수 :  720  경기평균 :  11,214  경기 합계 :  8,073,742"
