날짜,요일,홈,방문,구장,관중수
2019/09/07,토,삼성,NC,대구,9162
2019/09/07,토,KIA,키움,광주,4478
2019/09/08,일,한화,롯데,대전,6216
2019/09/08,일,삼성,NC,대구,10820
2019/09/08,일,LG,두산,잠실,17675
2019/09/08,일,KT,SK,수원,8279
2019/09/08,일,KIA,키움,광주,7060
2019/09/10,화,롯데,KIA,사직,4211
2019/09/10,화,삼성,KT,대구,7309
2019/09/10,화,한화,LG,청주,4865
2019/09/11,수,롯데,KIA,사직,6434
2019/09/11,수,삼성,KT,대구,5222
2019/09/11,수,한화,LG,청주,5235
2019/09/11,수,두산,NC,잠실,8618
2019/09/11,수,SK,키움,문학,10396
2019/09/12,목,두산,KIA,잠실,12267
2019/09/12,목,키움,LG,고척,9691
2019/09/12,목,KT,NC,수원,5440
2019/09/12,목,롯데,SK,사직,3792
2019/09/13,금,삼성,한화,대구,11852
2019/09/13,금,두산,KIA,잠실,12415
2019/09/13,금,키움,LG,고척,8848
2019/09/13,금,KT,NC,수원,5612
2019/09/13,금,롯데,SK,사직,4074
2019/09/14,토,LG,KIA,잠실,17406
2019/09/14,토,한화,롯데,대전,8007
2019/09/14,토,SK,두산,문학,21027
2019/09/14,토,NC,삼성,창원,16496
2019/09/14,토,KT,키움,수원,7553
2019/09/15,일,SK,KT,문학,12865
2019/09/15,일,한화,롯데,대전,5003
2019/09/15,일,LG,두산,잠실,18171
2019/09/15,일,NC,삼성,창원,12163
2019/09/16,월,삼성,한화,대구,3925
2019/09/16,월,KT,LG,수원,5620
2019/09/16,월,두산,키움,잠실,9298
2019/09/17,화,KIA,NC,광주,8011
2019/09/17,화,한화,키움,대전,5293
2019/09/18,수,삼성,LG,포항,2801
2019/09/18,수,KIA,롯데,광주,5448
2019/09/18,수,SK,NC,문학,8002
2019/09/19,목,삼성,KIA,대구,5887
2019/09/19,목,NC,LG,창원,8878
2019/09/19,목,SK,두산,문학,7078
2019/09/19,목,SK,두산,문학,13952
2019/09/20,금,두산,KIA,잠실,13147
2019/09/20,금,롯데,KT,사직,3514
2019/09/20,금,한화,삼성,대전,6003
2019/09/20,금,SK,키움,문학,14956
2019/09/21,토,두산,KIA,잠실,16912
2019/09/21,토,KT,삼성,수원,7673
2019/09/22,일,두산,LG,잠실,14596
2019/09/23,월,LG,한화,잠실,11775
2019/09/23,월,KT,KIA,수원,4327
2019/09/23,월,롯데,NC,사직,1762
2019/09/24,화,NC,두산,창원,8198
2019/09/24,화,KT,SK,수원,4948
2019/09/24,화,LG,삼성,잠실,15115
2019/09/24,화,KIA,키움,광주,6217
2019/09/25,수,NC,한화,창원,11238
2019/09/25,수,롯데,두산,사직,2960
2019/09/25,수,SK,삼성,문학,18278
2019/09/26,목,NC,한화,창원,14039
2019/09/26,목,롯데,KIA,사직,2662
2019/09/26,목,KT,LG,수원,6298
2019/09/26,목,삼성,두산,대구,7483
2019/09/27,금,LG,NC,잠실,19523
2019/09/27,금,삼성,SK,대구,7726
2019/09/28,토,두산,한화,잠실,22513
2019/09/28,토,KIA,LG,광주,13888
2019/09/28,토,KT,NC,수원,11350
2019/09/28,토,삼성,SK,대구,18193
2019/09/29,일,LG,두산,잠실,25000
2019/09/29,일,한화,SK,대전,7542
2019/09/29,일,KT,삼성,수원,9755
2019/09/29,일,롯데,키움,사직,3331
2019/09/30,월,LG,롯데,잠실,12042
2019/09/30,월,한화,SK,대전,10960
2019/10/01,화,두산,NC,잠실,24081
2019/10/01,화,롯데,키움,사직,1842
"경기수 :  720  경기평균 :  10,119  경기 합계 :  7,286,008","경기수 :  720  경기평균 :  10,119  경기 합계 :  7,286,008","경기수 :  720  경기평균 :  10,119  경기 합계 :  7,286,008","경기수 :  720  경기평균 :  10,119  경기 합계 :  7,286,008","경기수 :  720  경기평균 :  10,119  경기 합계 :  7,286,008","경기수 :  720  경기평균 :  10,119  경기 합계 :  7,286,008"
